"tag_id","animal_id","animal_taxon","deploy_on_date","deploy_off_date","hunt","prey_p_month","animal_reproductive_condition","animal_sex","hrs_indoors","n_cats","study_site","age_years"
"NimzyTag","Nimzy","Felis catus",1970-01-01 03:58:00,1970-01-01 03:41:00,FALSE,4,"Spayed","f",12,0,"NZ",4
"SabbathTag","Sabbath","Felis catus",1970-01-01 04:16:00,1970-01-02 14:25:00,TRUE,4,"Neutered","m",16,0,"NZ",9
"BrambleTag","Bramble","Felis catus",1970-01-03 00:28:00,1970-01-01 09:59:00,TRUE,4,"Spayed","f",16,0,"NZ",3
"BellaIIITag","BellaIII","Felis catus",1970-01-01 00:59:00,1970-01-03 05:44:00,TRUE,4,"Spayed","f",10,0,"NZ",4
"LennyTag","Lenny","Felis catus",1970-01-01 02:15:00,1970-01-01 11:35:00,TRUE,4,"Neutered","m",10,0,"NZ",1
"ZuluTag","Zulu","Felis catus",1970-01-01 17:42:00,1970-01-01 19:53:00,TRUE,4,"Spayed","f",14,0,"NZ",4
"LillyTag","Lilly","Felis catus",1970-01-01 18:28:00,1970-01-02 02:59:00,TRUE,4,"Spayed","f",10,0,"NZ",3
"TerabyteTag","Terabyte","Felis catus",1970-01-01 21:56:00,1970-01-01 22:46:00,TRUE,4,"Spayed","f",12,0,"NZ",1
"PiggieSueTag","PiggieSue","Felis catus",1970-01-01 02:50:00,1970-01-03 07:36:00,TRUE,4,"Spayed","f",6,0,"NZ",0.8
"NekoIITag","NekoII","Felis catus",1970-01-01 02:34:00,1970-01-03 10:27:00,TRUE,4,"Spayed","f",6,0,"NZ",4
"RogueTag","Rogue","Felis catus",1970-01-01 02:51:00,1970-01-02 03:58:00,TRUE,4,"Spayed","f",8,0,"NZ",6
"LorenzoTag","Lorenzo","Felis catus",1970-01-01 07:07:00,1970-01-01 08:39:00,TRUE,4,"Neutered","m",15,0,"NZ",2
"BasilTag","Basil","Felis catus",1970-01-01 14:31:00,1970-01-01 15:21:00,TRUE,4,"Neutered","m",8,0,"NZ",9
"BuzzTag","Buzz","Felis catus",1970-01-01 06:08:00,1970-01-02 21:46:00,TRUE,4,"Neutered","m",15,0,"NZ",2
"CookieTag","Cookie","Felis catus",1970-01-01 01:50:00,1970-01-01 06:09:00,TRUE,4,"Spayed","f",8,0,"NZ",3
"TenzingTag","Tenzing","Felis catus",1970-01-02 04:38:00,1970-01-03 06:28:00,TRUE,4,"Spayed","f",14,0,"NZ",3
"DottiTag","Dotti","Felis catus",1970-01-01 00:55:00,1970-01-02 03:27:00,TRUE,4,"Spayed","f",18,0,"NZ",7
"PoppyIIITag","PoppyIII","Felis catus",1970-01-01 03:12:00,1970-01-02 19:00:00,TRUE,4,"Spayed","f",2,0,"NZ",14
"EwokTag","Ewok","Felis catus",1970-01-01 05:26:00,1970-01-02 13:26:00,TRUE,4,"Unneutered","m",10,0,"NZ",2
"GertieTag","Gertie","Felis catus",1970-01-02 07:47:00,1970-01-01 09:50:00,TRUE,4,"Spayed","f",15,0,"NZ",2
"ElliotTag","Elliot","Felis catus",1970-01-01 20:21:00,1970-01-02 15:13:00,TRUE,4,"Neutered","m",9,0,"NZ",2
"MosesTag","Moses","Felis catus",1970-01-01 19:28:00,1970-01-01 11:41:00,TRUE,4,"Neutered","m",12,0,"NZ",2
"NalaIITag","NalaII","Felis catus",1970-01-02 01:04:00,1970-01-02 05:57:00,TRUE,4,"Spayed","f",10,0,"NZ",2
"BonnieTag","Bonnie","Felis catus",1970-01-03 01:25:00,1970-01-01 23:58:00,FALSE,4,"Spayed","f",12,0,"NZ",8
"SmudgyBumTag","SmudgyBum","Felis catus",1970-01-02 16:48:00,1970-01-02 08:47:00,TRUE,4,"Neutered","m",2,0,"NZ",9
"SativaTag","Sativa","Felis catus",1970-01-02 09:09:00,1970-01-01 01:34:00,TRUE,4,"Neutered","m",6,0,"NZ",5
"SantiTag","Santi","Felis catus",1970-01-01 03:25:00,1970-01-01 22:58:00,TRUE,4,"Spayed","f",11,0,"NZ",2
"PalomaTag","Paloma","Felis catus",1970-01-01 04:21:00,1970-01-01 06:52:00,TRUE,4,"Spayed","f",16,0,"NZ",2
"PepperTag","Pepper","Felis catus",1970-01-01 12:34:00,1970-01-03 03:11:00,FALSE,4,"Spayed","f",22,0,"NZ",10
"MaomaoTag","Maomao","Felis catus",1970-01-01 02:32:00,1970-01-03 00:18:00,FALSE,4,"Neutered","m",4,0,"NZ",8
"NuggetTag","Nugget","Felis catus",1970-01-01 02:06:00,1970-01-02 15:30:00,TRUE,4,"Spayed","f",18,0,"NZ",6
"CatsbyTag","Catsby","Felis catus",1970-01-01 02:26:00,1970-01-01 07:24:00,TRUE,4,"Spayed","f",12,0,"NZ",5
"FelixTag","Felix","Felis catus",1970-01-01 02:27:00,1970-01-03 10:48:00,TRUE,4,"Neutered","m",8,0,"NZ",7
"AstrylTag","Astryl","Felis catus",1970-01-01 02:41:00,1970-01-01 09:47:00,TRUE,4,"Spayed","f",12,0,"NZ",12
"CasperTag","Casper","Felis catus",1970-01-02 07:55:00,1970-01-02 18:45:00,TRUE,4,"Neutered","m",16,0,"NZ",4
"RosieIITag","RosieII","Felis catus",1970-01-02 12:26:00,1970-01-01 06:59:00,TRUE,4,"Spayed","f",6,0,"NZ",1
"DanaTag","Dana","Felis catus",1970-01-01 21:27:00,1970-01-01 03:18:00,TRUE,4,"Neutered","m",12,0,"NZ",8
"WillowTag","Willow","Felis catus",1970-01-01 01:52:00,1970-01-01 05:13:00,FALSE,4,"Spayed","f",20,0,"NZ",15
"TaraTag","Tara","Felis catus",1970-01-01 21:22:00,1970-01-01 03:43:00,TRUE,4,"Spayed","f",14,0,"NZ",7
"TriceraCatTag","TriceraCat","Felis catus",1970-01-01 00:39:00,1970-01-03 09:40:00,TRUE,4,"Spayed","f",14,0,"NZ",4
"StinkeyTag","Stinkey","Felis catus",1970-01-01 02:24:00,1970-01-03 01:15:00,TRUE,4,"Neutered","m",9,0,"NZ",0.9
"KittysaurusRexTag","KittysaurusRex","Felis catus",1970-01-01 03:18:00,1970-01-03 09:29:00,TRUE,4,"Neutered","m",8,0,"NZ",5
"GinTag","Gin","Felis catus",1970-01-01 02:04:00,1970-01-02 01:49:00,TRUE,4,"Spayed","f",10,0,"NZ",5
"LailaTag","Laila","Felis catus",1970-01-01 02:05:00,1970-01-01 08:32:00,TRUE,4,"Spayed","f",12,0,"NZ",7
"TamariAlmondTag","TamariAlmond","Felis catus",1970-01-01 02:21:00,1970-01-02 23:18:00,FALSE,4,"Spayed","f",12,0,"NZ",5
"ZeusIITag","ZeusII","Felis catus",1970-01-01 02:23:00,1970-01-01 16:27:00,TRUE,4,"Neutered","m",12,0,"NZ",1
"CazadorTag","Cazador","Felis catus",1970-01-01 02:33:00,1970-01-03 04:00:00,FALSE,4,"Neutered","m",19,0,"NZ",0.4
"AxelTag","Axel","Felis catus",1970-01-01 03:11:00,1970-01-01 10:11:00,FALSE,4,"Neutered","m",8,0,"NZ",0.9
"PabloTag","Pablo","Felis catus",1970-01-01 20:23:00,1970-01-02 17:28:00,TRUE,4,"Neutered","m",10,0,"NZ",3
"PoppyIVTag","PoppyIV","Felis catus",1970-01-02 16:34:00,1970-01-02 00:46:00,FALSE,4,"Spayed","f",10,0,"NZ",2
"AliceTag","Alice","Felis catus",1970-01-02 21:37:00,1970-01-02 00:24:00,TRUE,4,"Spayed","f",8,0,"NZ",5
"StellaTag","Stella","Felis catus",1970-01-01 16:19:00,1970-01-03 01:09:00,FALSE,4,"Spayed","f",15,0,"NZ",11
"SpiceTag","Spice","Felis catus",1970-01-01 01:57:00,1970-01-01 15:15:00,FALSE,4,"Neutered","m",10,0,"NZ",4
"SelenaTag","Selena","Felis catus",1970-01-01 01:57:00,1970-01-01 16:17:00,TRUE,4,"Spayed","f",18,0,"NZ",9
"WhiskeyTag","Whiskey","Felis catus",1970-01-01 02:28:00,1970-01-03 11:24:00,TRUE,4,"Neutered","m",16,0,"NZ",1
"MissieTag","Missie","Felis catus",1970-01-01 03:45:00,1970-01-01 23:12:00,TRUE,4,"Spayed","f",10,0,"NZ",4
"KatyTag","Katy","Felis catus",1970-01-01 21:02:00,1970-01-02 22:21:00,TRUE,4,"Spayed","f",7,0,"NZ",10
"MinervaTag","Minerva","Felis catus",1970-01-02 07:09:00,1970-01-01 17:34:00,TRUE,4,"Spayed","f",15,0,"NZ",6
"MerlinTag","Merlin","Felis catus",1970-01-01 10:08:00,1970-01-01 04:57:00,FALSE,4,"Neutered","m",12,0,"NZ",0.9
"CocoTag","Coco","Felis catus",1970-01-01 21:43:00,1970-01-02 10:52:00,FALSE,4,"Spayed","f",16,0,"NZ",10
"SubieTag","Subie","Felis catus",1970-01-01 00:35:00,1970-01-01 06:01:00,TRUE,4,"Spayed","f",14,0,"NZ",2
"SkyIITag","SkyII","Felis catus",1970-01-01 01:53:00,1970-01-01 12:03:00,TRUE,4,"Spayed","f",17,0,"NZ",2
"PollyTag","Polly","Felis catus",1970-01-01 02:34:00,1970-01-03 10:27:00,FALSE,4,"Neutered","m",10,0,"NZ",7
"SandmanTag","Sandman","Felis catus",1970-01-01 20:11:00,1970-01-03 01:54:00,TRUE,4,"Neutered","m",5,0,"NZ",3
"GussTag","Guss","Felis catus",1970-01-02 05:52:00,1970-01-02 15:31:00,TRUE,4,"Neutered","m",16,0,"NZ",8
"VinnieTag","Vinnie","Felis catus",1970-01-01 02:25:00,1970-01-02 15:34:00,TRUE,4,"Neutered","m",14,0,"NZ",1
"ZenoTag","Zeno","Felis catus",1970-01-01 19:33:00,1970-01-01 21:04:00,TRUE,4,"Spayed","f",10,0,"NZ",4
"RockyTag","Rocky","Felis catus",1970-01-01 04:33:00,1970-01-01 22:40:00,FALSE,4,"Neutered","m",20,0,"NZ",8
"LuxTag","Lux","Felis catus",1970-01-01 22:22:00,1970-01-01 01:10:00,TRUE,4,"Spayed","f",20,0,"NZ",6
"BearTag","Bear","Felis catus",1970-01-01 02:28:00,1970-01-03 10:00:00,TRUE,4,"Spayed","f",4,0,"NZ",4
"GusTag","Gus","Felis catus",1970-01-01 06:13:00,1970-01-01 04:23:00,TRUE,4,"Neutered","m",10,0,"NZ",3
"HarveyTag","Harvey","Felis catus",1970-01-01 19:24:00,1970-01-02 19:52:00,FALSE,4,"Neutered","m",23,0,"NZ",9
"WinstonTag","Winston","Felis catus",1970-01-03 07:23:00,1970-01-01 17:02:00,FALSE,4,"Neutered","m",11,0,"NZ",13
"TabsTag","Tabs","Felis catus",1970-01-02 22:49:00,1970-01-01 22:54:00,TRUE,4,"Spayed","f",18,0,"NZ",5
"LemonSqueezyTag","LemonSqueezy","Felis catus",1970-01-02 03:27:00,1970-01-01 07:27:00,FALSE,4,"Spayed","f",11,0,"NZ",7
"MungoTag","Mungo","Felis catus",1970-01-02 17:03:00,1970-01-01 09:48:00,TRUE,4,"Neutered","m",16,0,"NZ",7
"PipiTag","Pipi","Felis catus",1970-01-01 20:18:00,1970-01-01 07:55:00,TRUE,4,"Spayed","f",17,0,"NZ",7
"BuddyTag","Buddy","Felis catus",1970-01-01 02:13:00,1970-01-03 09:56:00,TRUE,4,"Neutered","m",7,0,"NZ",7
"ArchieTag","Archie","Felis catus",1970-01-01 05:25:00,1970-01-01 01:53:00,TRUE,4,"Neutered","m",12,0,"NZ",4
"ThomasIITag","ThomasII","Felis catus",1970-01-01 18:21:00,1970-01-01 03:18:00,TRUE,4,"Neutered","m",20,0,"NZ",5
"AlfieTag","Alfie","Felis catus",1970-01-01 19:40:00,1970-01-01 02:34:00,TRUE,4,"Neutered","m",16,0,"NZ",2
"RubyTag","Ruby","Felis catus",1970-01-01 22:20:00,1970-01-01 07:02:00,TRUE,4,"Spayed","f",18,0,"NZ",1
"LokiTag","Loki","Felis catus",1970-01-01 19:57:00,1970-01-02 18:41:00,TRUE,4,"Neutered","m",14,0,"NZ",1
"MartyTag","Marty","Felis catus",1970-01-01 16:39:00,1970-01-01 07:34:00,TRUE,4,"Neutered","m",16,0,"NZ",2
"SchrodingerTag","Schrodinger","Felis catus",1970-01-03 11:34:00,1970-01-03 07:26:00,TRUE,4,"Spayed","f",14,0,"NZ",4
"TuiTag","Tui","Felis catus",1970-01-01 22:37:00,1970-01-01 22:25:00,TRUE,4,"Spayed","f",14,0,"NZ",2
"Shadow-NinjaTag","Shadow-Ninja","Felis catus",1970-01-01 01:14:00,1970-01-01 16:54:00,FALSE,4,"Neutered","m",3,0,"NZ",2
"DashTag","Dash","Felis catus",1970-01-01 02:06:00,1970-01-02 09:33:00,TRUE,4,"Neutered","m",7,0,"NZ",4
"Cutie-GirlTag","Cutie-Girl","Felis catus",1970-01-01 03:04:00,1970-01-01 10:26:00,TRUE,4,"Spayed","f",4,0,"NZ",2
"KimyTag","Kimy","Felis catus",1970-01-02 10:06:00,1970-01-02 10:02:00,TRUE,4,"Spayed","f",6,0,"NZ",7
"ChessTag","Chess","Felis catus",1970-01-03 05:33:00,1970-01-03 04:00:00,TRUE,4,"Spayed","f",18,0,"NZ",9
"SussTag","Suss","Felis catus",1970-01-02 17:53:00,1970-01-02 05:31:00,TRUE,4,"Spayed","f",12,0,"NZ",4
"SebTag","Seb","Felis catus",1970-01-01 04:58:00,1970-01-03 10:57:00,TRUE,4,"Neutered","m",12,0,"NZ",6
"GinIITag","GinII","Felis catus",1970-01-01 02:18:00,1970-01-03 11:30:00,TRUE,4,"Neutered","m",12,0,"NZ",5
"TillyTag","Tilly","Felis catus",1970-01-01 02:20:00,1970-01-01 20:15:00,TRUE,4,"Neutered","m",8,0,"NZ",4
"BusterTag","Buster","Felis catus",1970-01-01 05:28:00,1970-01-03 11:45:00,TRUE,4,"Neutered","m",12,0,"NZ",1
"DingoTag","Dingo","Felis catus",1970-01-01 23:43:00,1970-01-01 02:41:00,TRUE,4,"Neutered","m",8,0,"NZ",4
"TobyTag","Toby","Felis catus",1970-01-01 23:08:00,1970-01-02 22:08:00,TRUE,4,"Neutered","m",18,0,"NZ",6
"SleekyTag","Sleeky","Felis catus",1970-01-01 02:39:00,1970-01-03 07:46:00,FALSE,4,"Neutered","m",4,0,"NZ",11
"SootyTag","Sooty","Felis catus",1970-01-01 18:56:00,1970-01-01 09:36:00,TRUE,4,"Spayed","f",10,0,"NZ",2
"MarmiteTag","Marmite","Felis catus",1970-01-03 03:24:00,1970-01-03 10:04:00,TRUE,4,"Spayed","f",14,0,"NZ",4
"MilliGalTag","MilliGal","Felis catus",1970-01-01 02:26:00,1970-01-03 09:11:00,TRUE,4,"Spayed","f",15,0,"NZ",7
"Frizzle","Frizzle","Felis catus",1970-01-02 08:04:00,1970-01-03 09:04:00,TRUE,0,"Neutered","m",20,1,"AUS",3
"MonMonTag","MonMon","Felis catus",1970-01-02 08:22:00,1970-01-03 11:55:00,TRUE,3,"Spayed","f",0,1,"AUS",4
"BuddyTag","Buddy","Felis catus",1970-01-03 11:33:00,1970-01-01 01:21:00,TRUE,1,"Neutered","m",21,1,"AUS",2
"TigerTag","Tiger","Felis catus",1970-01-02 08:24:00,1970-01-03 06:13:00,TRUE,1,"Neutered","m",10,1,"AUS",5
"JamieTag","Jamie","Felis catus",1970-01-02 08:31:00,1970-01-03 09:56:00,TRUE,3,"Neutered","m",10,1,"AUS",9
"BruceWillisPussingtonTag","BruceWillisPussington","Felis catus",1970-01-02 07:46:00,1970-01-01 06:25:00,TRUE,1,"Neutered","m",14,1,"AUS",7
"SkittlesTag","Skittles","Felis catus",1970-01-01 02:05:00,1970-01-01 16:01:00,TRUE,11,"Neutered","m",18,1,"AUS",2
"PrincessTag","Princess","Felis catus",1970-01-01 02:59:00,1970-01-01 05:03:00,TRUE,6,"Spayed","f",8,1,"AUS",0
"LoftyTag","Lofty","Felis catus",1970-01-01 17:51:00,1970-01-02 13:44:00,TRUE,21,"Neutered","m",3,1,"AUS",13
"ZazzieTag","Zazzie","Felis catus",1970-01-01 23:59:00,1970-01-02 21:28:00,TRUE,0,"Neutered","m",5,1,"AUS",12
"CrumpetTag","Crumpet","Felis catus",1970-01-02 01:34:00,1970-01-02 20:34:00,TRUE,3,"Spayed","f",7,1,"AUS",4
"TobyTag","Toby","Felis catus",1970-01-01 01:52:00,1970-01-02 04:53:00,TRUE,1,"Neutered","m",12,1,"AUS",0
"IsabelTag","Isabel","Felis catus",1970-01-01 20:45:00,1970-01-02 14:20:00,TRUE,1,"Spayed","f",10,1,"AUS",3
"PennyTag","Penny","Felis catus",1970-01-01 01:57:00,1970-01-02 04:16:00,TRUE,2,"Spayed","f",10,1,"AUS",2
"MistyTag","Misty","Felis catus",1970-01-01 02:34:00,1970-01-02 05:13:00,TRUE,9,"Spayed","f",1,1,"AUS",10
"SookieTag","Sookie","Felis catus",1970-01-01 02:51:00,1970-01-02 04:36:00,TRUE,21,"Spayed","f",6,1,"AUS",6
"PippinTag","Pippin","Felis catus",1970-01-01 02:57:00,1970-01-01 02:00:00,TRUE,7,"Neutered","m",2,1,"AUS",5
"SqueakTag","Squeak","Felis catus",1970-01-02 15:45:00,1970-01-02 11:51:00,TRUE,11,"Spayed","f",14,1,"AUS",2
"AnakinTag","Anakin","Felis catus",1970-01-01 02:04:00,1970-01-02 03:08:00,TRUE,1,"Neutered","m",10,1,"AUS",2
"ErnieTag","Ernie","Felis catus",1970-01-01 05:01:00,1970-01-02 04:10:00,TRUE,0,"Neutered","m",5,1,"AUS",11
"WallyTag","Wally","Felis catus",1970-01-01 05:17:00,1970-01-02 05:56:00,TRUE,0,"Neutered","m",5,2,"AUS",2
"BellaTag","Bella","Felis catus",1970-01-02 10:26:00,1970-01-03 10:51:00,FALSE,0,"Spayed","f",23,1,"AUS",14
"JaxTag","Jax","Felis catus",1970-01-01 02:03:00,1970-01-02 05:34:00,TRUE,6,"Neutered","m",10,1,"AUS",2
"RamsesTag","Ramses","Felis catus",1970-01-01 02:39:00,1970-01-01 08:41:00,TRUE,1,"Neutered","m",8,1,"AUS",6
"TiggaTag","Tigga","Felis catus",1970-01-01 18:26:00,1970-01-02 11:49:00,TRUE,3,"Neutered","m",3,1,"AUS",12
"FantaPantsTag","FantaPants","Felis catus",1970-01-02 08:04:00,1970-01-01 07:04:00,TRUE,2,"Neutered","m",4,1,"AUS",5
"MatildaTag","Matilda","Felis catus",1970-01-03 02:12:00,1970-01-02 03:23:00,TRUE,1,"Spayed","f",12,1,"AUS",8
"TilenTag","Tilen","Felis catus",1970-01-02 19:39:00,1970-01-02 08:07:00,FALSE,0,"Fixed","f",10,1,"AUS",1
"BelTag","Bel","Felis catus",1970-01-02 22:20:00,1970-01-02 05:48:00,TRUE,4,"Spayed","f",20,1,"AUS",1
"Lucy2Tag","Lucy2","Felis catus",1970-01-01 01:55:00,1970-01-02 04:33:00,FALSE,0,"Spayed","f",8,1,"AUS",1
"OllieTag","Ollie","Felis catus",1970-01-01 02:04:00,1970-01-02 03:03:00,TRUE,4,"Neutered","m",12,1,"AUS",5
"CharlieTag","Charlie","Felis catus",1970-01-02 07:29:00,1970-01-03 09:16:00,TRUE,2,"Neutered","m",16,1,"AUS",5
"SissyTag","Sissy","Felis catus",1970-01-02 07:58:00,1970-01-03 11:24:00,TRUE,1,"Spayed","f",18,3,"AUS",3
"LouiseTag","Louise","Felis catus",1970-01-02 08:29:00,1970-01-03 08:58:00,TRUE,3,"Spayed","f",15,2,"AUS",4
"JasperTag","Jasper","Felis catus",1970-01-02 09:46:00,1970-01-03 09:56:00,FALSE,0,"Neutered","m",12,1,"AUS",5
"LightningTag","Lightning","Felis catus",1970-01-03 07:04:00,1970-01-01 23:39:00,FALSE,0,"Spayed","f",9,1,"AUS",1
"MandyTag","Mandy","Felis catus",1970-01-01 00:59:00,1970-01-02 20:02:00,TRUE,6,"Spayed","f",12,2,"AUS",1
"SaffyTag","Saffy","Felis catus",1970-01-02 07:59:00,1970-01-03 07:01:00,TRUE,1,"Spayed","f",22,1,"AUS",2
"ShellyTag","Shelly","Felis catus",1970-01-02 09:54:00,1970-01-02 16:42:00,FALSE,0,"Spayed","f",1,1,"AUS",6
"RubyTag","Ruby","Felis catus",1970-01-02 07:03:00,1970-01-02 02:27:00,TRUE,3,"Spayed","f",12,1,"AUS",10
"ThomasTag","Thomas","Felis catus",1970-01-02 08:22:00,1970-01-02 11:58:00,TRUE,0,"Neutered","m",4,1,"AUS",5
"MystiTag","Mysti","Felis catus",1970-01-03 03:17:00,1970-01-02 02:38:00,TRUE,1,"Spayed","f",20,1,"AUS",18
"MoochieTag","Moochie","Felis catus",1970-01-02 02:00:00,1970-01-02 18:11:00,FALSE,0,"Spayed","f",10,1,"AUS",4
"RaizorTag","Raizor","Felis catus",1970-01-02 06:41:00,1970-01-01 18:43:00,TRUE,5,"Spayed","f",8,2,"AUS",2
"NekoMeiTag","NekoMei","Felis catus",1970-01-02 06:57:00,1970-01-01 06:09:00,FALSE,0,"Spayed","f",14,3,"AUS",9
"MillyTag","Milly","Felis catus",1970-01-02 07:42:00,1970-01-01 10:07:00,TRUE,5,"Spayed","f",10,1,"AUS",4
"SlasherTag","Slasher","Felis catus",1970-01-02 08:41:00,1970-01-01 12:40:00,TRUE,9,"Fixed","f",8,1,"AUS",8
"DetectiveTeddyTag","DetectiveTeddy","Felis catus",1970-01-02 08:56:00,1970-01-03 10:50:00,TRUE,5,"Neutered","m",5,1,"AUS",8
"Misty2Tag","Misty2","Felis catus",1970-01-02 08:58:00,1970-01-02 23:39:00,TRUE,17,"Spayed","f",15,1,"AUS",8
"BigFellaTag","BigFella","Felis catus",1970-01-02 09:30:00,1970-01-01 05:57:00,TRUE,2,"Fixed","f",12,1,"AUS",7
"LadyVelvetTag","LadyVelvet","Felis catus",1970-01-02 09:32:00,1970-01-03 10:50:00,FALSE,0,"Spayed","f",20,2,"AUS",8
"MaxTag","Max","Felis catus",1970-01-02 12:05:00,1970-01-02 00:11:00,TRUE,21,"Neutered","m",15,2,"AUS",8
"MikaTag","Mika","Felis catus",1970-01-01 02:43:00,1970-01-02 04:36:00,TRUE,1,"Spayed","f",18,1,"AUS",3
"AtikTag","Atik","Felis catus",1970-01-02 09:26:00,1970-01-03 09:42:00,TRUE,5,"Spayed","f",12,1,"AUS",2
"KallieTag","Kallie","Felis catus",1970-01-02 09:56:00,1970-01-03 09:44:00,TRUE,5,"Spayed","f",10,1,"AUS",1
"PixieTag","Pixie","Felis catus",1970-01-02 10:28:00,1970-01-03 11:41:00,TRUE,3,"Spayed","f",10,1,"AUS",5
"GenieTag","Genie","Felis catus",1970-01-02 23:26:00,1970-01-02 07:43:00,TRUE,2,"Spayed","f",14,1,"AUS",4
"Milly2Tag","Milly2","Felis catus",1970-01-03 02:34:00,1970-01-02 03:29:00,TRUE,3,"Spayed","f",15,1,"AUS",11
"SkittyTag","Skitty","Felis catus",1970-01-01 02:33:00,1970-01-03 06:26:00,TRUE,6,"Neutered","m",3,1,"AUS",5
"Max2Tag","Max2","Felis catus",1970-01-02 09:56:00,1970-01-02 04:17:00,TRUE,2,"Neutered","m",3,1,"AUS",3
"KittyTag","Kitty","Felis catus",1970-01-02 23:46:00,1970-01-01 23:07:00,TRUE,1,"Neutered","m",3,1,"AUS",4
"DrakeTag","Drake","Felis catus",1970-01-02 15:01:00,1970-01-01 07:00:00,TRUE,1,"Spayed","f",18,1,"AUS",10
"DelilahTag","Delilah","Felis catus",1970-01-02 22:17:00,1970-01-03 07:06:00,TRUE,5,"Spayed","f",18,2,"AUS",2
"KramerTag","Kramer","Felis catus",1970-01-03 04:52:00,1970-01-01 15:28:00,TRUE,4,"Neutered","m",12,1,"AUS",12
"AdeleTag","Adele","Felis catus",1970-01-01 05:06:00,1970-01-03 08:58:00,TRUE,6,"Spayed","f",24,1,"AUS",0.9
"HenryTag","Henry","Felis catus",1970-01-02 06:34:00,1970-01-03 10:33:00,TRUE,4,"Neutered","m",15,1,"AUS",1
"RioTag","Rio","Felis catus",1970-01-02 07:14:00,1970-01-01 05:09:00,TRUE,0,"Spayed","f",15,1,"AUS",4
"SmokeyTag","Smokey","Felis catus",1970-01-02 07:36:00,1970-01-03 09:38:00,TRUE,1,"Spayed","f",6,2,"AUS",3
"SushiTag","Sushi","Felis catus",1970-01-02 07:56:00,1970-01-01 04:28:00,FALSE,0,"Spayed","f",20,1,"AUS",3
"MidoriTag","Midori","Felis catus",1970-01-02 08:16:00,1970-01-03 11:18:00,TRUE,2,"Spayed","f",8,1,"AUS",7
"Toby2Tag","Toby2","Felis catus",1970-01-02 08:23:00,1970-01-03 09:36:00,FALSE,0,"Neutered","m",15,1,"AUS",2
"TomTag","Tom","Felis catus",1970-01-02 08:34:00,1970-01-03 10:33:00,TRUE,5,"Neutered","m",6,1,"AUS",12
"MingoTag","Mingo","Felis catus",1970-01-02 08:45:00,1970-01-01 03:20:00,TRUE,1,"Spayed","f",19,2,"AUS",5
"SassyTag","Sassy","Felis catus",1970-01-02 09:04:00,1970-01-03 09:10:00,TRUE,1,"Spayed","f",19,2,"AUS",6
"BanditTag","Bandit","Felis catus",1970-01-02 09:44:00,1970-01-03 10:55:00,TRUE,13,"Spayed","f",4,1,"AUS",3
"HunterTag","Hunter","Felis catus",1970-01-03 03:48:00,1970-01-02 12:12:00,TRUE,0,"Neutered","m",10,1,"AUS",1
"DarkieTag","Darkie","Felis catus",1970-01-03 02:03:00,1970-01-01 08:25:00,TRUE,6,"Spayed","f",8,1,"AUS",2
"MangoTag","Mango","Felis catus",1970-01-01 00:22:00,1970-01-01 09:56:00,TRUE,3,"Neutered","m",14,1,"AUS",1
"CasperTag","Casper","Felis catus",1970-01-02 08:34:00,1970-01-03 08:05:00,TRUE,3,"Neutered","m",4,1,"AUS",8
"MiloTag","Milo","Felis catus",1970-01-02 09:41:00,1970-01-03 03:27:00,FALSE,0,"Spayed","f",14,4,"AUS",0.58
"CharlotteTag","Charlotte","Felis catus",1970-01-02 12:01:00,1970-01-01 10:03:00,TRUE,3,"Spayed","f",17,1,"AUS",5
"WizzerTag","Wizzer","Felis catus",1970-01-02 10:35:00,1970-01-02 17:26:00,TRUE,3,"Spayed","f",8,2,"AUS",12
"MickeyTag","Mickey","Felis catus",1970-01-02 16:22:00,1970-01-01 22:37:00,TRUE,6,"Neutered","m",8,2,"AUS",4
"JohnnyTag","Johnny","Felis catus",1970-01-01 07:49:00,1970-01-02 05:23:00,TRUE,11,"Neutered","m",4,3,"AUS",2
"MapleSyrupTag","MapleSyrup","Felis catus",1970-01-02 08:51:00,1970-01-01 08:30:00,FALSE,0,"Spayed","f",21,3,"AUS",10
"MugginsTag","Muggins","Felis catus",1970-01-02 08:23:00,1970-01-03 11:38:00,TRUE,1,"Neutered","m",2,1,"AUS",0
"CaspianTag","Caspian","Felis catus",1970-01-01 03:41:00,1970-01-01 07:27:00,TRUE,11,"Neutered","m",15,2,"AUS",10
"LiefTag","Lief","Felis catus",1970-01-03 03:37:00,1970-01-03 09:40:00,TRUE,11,"Neutered","m",24,1,"AUS",3
"RufusTag","Rufus","Felis catus",1970-01-01 01:34:00,1970-01-01 21:27:00,TRUE,21,"Neutered","m",18,4,"AUS",6
"UnoTag","Uno","Felis catus",1970-01-02 08:04:00,1970-01-01 08:11:00,TRUE,1,"Neutered","m",3,1,"AUS",13
"NellieTag","Nellie","Felis catus",1970-01-02 08:35:00,1970-01-03 10:59:00,TRUE,2,"Spayed","f",10,1,"AUS",4
"BobTag","Bob","Felis catus",1970-01-02 09:27:00,1970-01-02 18:58:00,TRUE,4,"Neutered","m",9,1,"AUS",7
"FergieTag","Fergie","Felis catus",1970-01-02 11:45:00,1970-01-01 21:16:00,FALSE,0,"Spayed","f",24,2,"AUS",1
"MarblesTag","Marbles","Felis catus",1970-01-03 03:52:00,1970-01-02 02:05:00,TRUE,0,"Neutered","m",20,2,"AUS",7
